iteration,total_loss,gradient_norm,step_norm,index_finger_reachability,middle_finger_reachability,ring_finger_reachability,little_finger_reachability
0.0,0.020232244378402823,nan,0.0,0.021044194497430398,0.016532840461185545,0.013706725035096026,0.02964521751989932
1.0,0.143932131028156,0.005678829097991873,1.4421690850508582,0.018746461663971054,0.5135546056389164,0.011778774033007302,0.03164868277672911
2.0,0.018453184940079068,0.28761477841173533,1.1320647316736339,0.01939956792056272,0.016085230411511955,0.013499661412828354,0.024828280015413245
3.0,0.03745390768728383,0.008097209888429385,0.9402739482321101,0.02063662235316457,0.017457914468538373,0.01587543250551444,0.09584566142191793
4.0,0.0906911533572711,0.11290087510364942,0.39751792368852296,0.020914834615544473,0.01921385272846493,0.01867124042154961,0.30396468566352536
5.0,0.04342496766978844,0.2505821498644267,0.3439454884270105,0.020759278092056407,0.01760609068451744,0.01682285510521607,0.11851164679736385
6.0,0.018489876097891766,0.1511307777804298,0.5169033693998105,0.019546804100604567,0.016577007098407686,0.014321944090027279,0.023513749102527525
7.0,0.018039659589285717,0.00334820487616219,0.4484436079220832,0.019297757732531392,0.015990130969316917,0.013517026019498534,0.02335372363579602
8.0,0.03534563467744747,0.003098504929467934,0.3946855737815409,0.019125421393524605,0.08418638821334037,0.012872962086295124,0.02519776701662976
9.0,0.05183838651304341,0.113736260913805,0.18522968135016554,0.01890132981319426,0.14877214710226916,0.012547763108364375,0.02713230602834585
10.0,0.03944730359079973,0.15259644621337629,0.11946657520598877,0.01824266725538274,0.10057236301570537,0.012406633309498134,0.02656755078261268
11.0,0.02101569857528096,0.12011824693302446,0.25210007781488863,0.019282515412397668,0.026808444444256972,0.013159837809554726,0.024811996634914492
12.0,0.018113392934995188,0.04643719098761084,0.28593477876391693,0.019443326072972573,0.01588628754336663,0.013611178528667648,0.02351277959497391
13.0,0.018272346581204496,0.002932553619741265,0.25725158251829516,0.019538614171462614,0.016105232620723876,0.013841285591095143,0.023604253941536358
14.0,0.020722167635161687,0.005444798706521299,0.2349078296535441,0.01991377452656977,0.016749312068283787,0.014486200066922288,0.0317393838788709
15.0,0.030004365877842977,0.04662182083952143,0.16447880492829314,0.020692497629704168,0.017369860955170038,0.014953901009699445,0.06700120391679826
16.0,0.02849546516248383,0.10623694505543949,0.10379954261033104,0.01976854833480969,0.01682202125803528,0.015281861075527906,0.06210942998156245
17.0,0.020720459734601394,0.09689420849024162,0.1488920971458504,0.020328147850326533,0.016908861779819588,0.01455035590611538,0.03109447340214408
18.0,0.018442229563207145,0.05324286982780276,0.22045869190204168,0.01974466347995673,0.016426177034004796,0.014161371138513144,0.02343670660035391
19.0,0.018091105877347812,0.010012940203141134,0.23803545793519473,0.019142736776671054,0.016200819573561773,0.013829733483813514,0.02319113367534491
20.0,0.018216188156081354,0.0027481786814440292,0.22627869386121682,0.018970795756881074,0.015885048565579866,0.0134189269511991,0.024589981350665365
21.0,0.018610299039900333,0.0039902846131804484,0.19964792870133707,0.018802928606002772,0.017405980430483456,0.013173406812139717,0.025058880310975386
22.0,0.02219793419000706,0.020346548478158394,0.167614752216635,0.019114442654902263,0.03068148827631747,0.013178475016408356,0.025817330812400154
23.0,0.023898124892195213,0.045812199291381785,0.20711823696112872,0.01960344227631569,0.03633187571487673,0.01328331091664863,0.026373870660939804
24.0,0.020505724120687407,0.062224238239285724,0.2350508367999944,0.01916061381531377,0.02454333885620388,0.013243421692058674,0.02507552211917331
25.0,0.017919241905856732,0.034427903496712195,0.29815578011860744,0.01847439809821661,0.015615123250810138,0.013251303741427047,0.024336142532973126
26.0,0.01839679278855183,0.003250405585750586,0.27943116701797927,0.01945818899666232,0.01621427809938262,0.013775457379716,0.02413924667844639
27.0,0.01821792858777432,0.001862868808834814,0.259668409318765,0.01943949841630426,0.01616274563896921,0.013779440060772242,0.023490030235051567
28.0,0.017754676628647825,0.009332017371028452,0.27075798944093404,0.018976357100613937,0.015887646978622286,0.013696180194235526,0.02245852224111955
29.0,0.018472988409835703,0.0076491200412661196,0.24299531069118238,0.01931616480440645,0.016383162987772846,0.01421613452998537,0.023976491317178154
30.0,0.018237471564324308,0.006554094785437361,0.2400724261077024,0.01927841290187968,0.016098900513535946,0.014070468536530214,0.02350210430535139
31.0,0.017967218388828532,0.00874857413595651,0.25043315448428893,0.01914581189197599,0.01607057407619341,0.014496751118377837,0.02215573646876689
32.0,0.018696136672366852,0.0037794113385172627,0.24044305797028576,0.01910066841223203,0.01654281757535404,0.014216862822590449,0.024924197879290892
33.0,0.018568118757932274,0.02041841151342357,0.20941286737679582,0.01908736520828781,0.015909978145551364,0.014769381034271363,0.024505750643618554
34.0,0.01851262656652371,0.026811005315963986,0.16302913686109843,0.01918183291546628,0.016542813768758116,0.014047994060485116,0.024277865521385323
35.0,0.018580365210132482,0.018437708475410874,0.16215854221506357,0.02004585849900718,0.016485355369660087,0.014372188912835888,0.02341805805902677
36.0,0.018333217372047295,0.06234475306185377,0.15823013574833977,0.019547481932309627,0.016437292710675958,0.013930275574317133,0.023417819270886455
37.0,0.017825931426221738,0.0067446061203755535,0.1692342232250368,0.01871799459618596,0.015863024083335425,0.013811275761628657,0.022911431263736907
38.0,0.018266995977092665,0.009801337043237046,0.19465598892531946,0.019693088067725188,0.016275095969652393,0.013875932688628525,0.023223867182364556
39.0,0.01765202784250329,0.004534927539546454,0.19447246154158865,0.018523824437697345,0.015656641940176665,0.013610625752404999,0.022817019239734147
40.0,0.018056847920230122,0.005344178363196884,0.20280223348441576,0.019499434319405224,0.01607062543235597,0.013631493682681855,0.023025838246477442
41.0,0.017913756035120052,0.004290786344012332,0.20109315206049425,0.01832579338986548,0.015374094640985202,0.013388201165881321,0.0245669349437482
42.0,0.018129224100869833,0.03921436407223547,0.23170700212950981,0.01934051090806013,0.015869341421702852,0.013436713959307098,0.023870330114409255
43.0,0.017941826959744504,0.009134401418769379,0.19979486209242944,0.01819931436001297,0.015599135089897175,0.013252941169513104,0.024715917219554767
44.0,0.017939826933415372,0.0038499493884707153,0.1913746225867758,0.01925264903086388,0.01579875362221831,0.01376590208113675,0.022942002999442553
45.0,0.017702374206668755,0.010575024554210204,0.2148754227699572,0.01905671464029244,0.015668453206695167,0.013335043239733859,0.022749285739953554
46.0,0.01738413402069749,0.003213363110206226,0.2040033287733423,0.01791759423306415,0.015396092526031498,0.013054176925575348,0.023168672398118973
47.0,0.016707172045887453,0.009911231379022183,0.1962502345645132,0.01791738830385473,0.014967020124240268,0.013064040985272427,0.020880238770182385
48.0,0.016808292629796773,0.002862770770080096,0.18095666461965226,0.017907311972348336,0.014739496353465059,0.013791947165098982,0.02079441502827471
49.0,0.016748389675105765,0.0014517261762404005,0.166982963872682,0.017754052735903064,0.01473140422925999,0.013713955637273812,0.020794146097986195
50.0,0.017287569824905123,0.0034327648955160927,0.16008632333574999,0.018027071963936034,0.015458850415105987,0.013317595804087324,0.022346761116491146
51.0,0.016844203985717746,0.008475050945409617,0.171211466968585,0.01770704710762553,0.015245381765641152,0.013665985853728755,0.02075840121587555
52.0,0.016600150440675775,0.008455128892140508,0.18256151518549196,0.017670748398337714,0.014527224355830034,0.013618767748801379,0.02058386125973398
53.0,0.017017125393010785,0.00155075245431068,0.1711139583257354,0.017677829314207187,0.015240011265571585,0.013104387235509942,0.022046273756754435
54.0,0.01647959744196077,0.008876320067513089,0.1901847962110373,0.017491315497968972,0.014635959348639552,0.013422295660632178,0.020368819260602373
55.0,0.017035609708900695,0.002946727315518392,0.1824093224352348,0.01813151199833928,0.015035219959763365,0.013011979317455251,0.021963727560044884
56.0,0.016122702939285128,0.006091129377937826,0.19031112304136674,0.017272180852406855,0.014627128439941595,0.012416120722936547,0.020175381741855514
57.0,0.01689580624037639,0.004517541360849714,0.1904773779990485,0.01822237710862375,0.014812640591681563,0.012801329843578575,0.021746877417621685
58.0,0.0165147929743923,0.003412178402281578,0.18653321816618657,0.017047479448153526,0.014506868612598511,0.012194244537669008,0.02231057929914815
59.0,0.017106819182616154,0.006978805501316048,0.19831640266886488,0.018129450856595525,0.01458498715224808,0.012627049880761052,0.023085788840859968
60.0,0.016977710592850442,0.007659672202859573,0.17502213240156633,0.01735228636254314,0.01454346531783019,0.012251803371518835,0.0237632873195096
61.0,0.016158335669860958,0.007403708860469976,0.18631613199723518,0.01681758406229409,0.014303602461094259,0.011985611016118974,0.021526545139936504
62.0,0.01577819613930913,0.00715373334137923,0.21232803830688624,0.016816625370103606,0.013832389177354855,0.012559785628711772,0.019903984381066286
63.0,0.015730241515331367,0.007912192951297334,0.19117752297091242,0.01680267096147378,0.013676156199535626,0.012747760787614417,0.01969437811270165
64.0,0.01568826751684541,0.0018226525504799987,0.17518570771071798,0.016687956925886992,0.013632850336724671,0.012740432315201401,0.019691830489568577
65.0,0.01555030134131277,0.0020422515723759263,0.16243924968853526,0.01623555127467924,0.01363215953491865,0.012723713373936758,0.019609781181716433
66.0,0.015328438863308442,0.006362173163667826,0.16191497795954532,0.01563975536105941,0.013623033920328905,0.013481399402507031,0.01856956676933842
67.0,0.015793091509900457,0.007632701370342255,0.1684489508652724,0.016582170971727456,0.014247562533861988,0.012883531084696536,0.019459101449315844
68.0,0.015574846964744385,0.003163578898377492,0.17377582668983477,0.016535526611843026,0.013779426052733568,0.012526511525982756,0.01945792366841819
69.0,0.015370864105770769,0.006341591509887649,0.19286611677089863,0.015722124924434783,0.013397101498517774,0.013305224099989407,0.019059005900141115
70.0,0.015610485296716246,0.008732974466855045,0.20511860988808056,0.01634129307516968,0.014032096120716176,0.012850426021046048,0.01921812596993308
71.0,0.015286070114323272,0.003028388207050692,0.194311793430232,0.016307355883351856,0.013328051840224632,0.012292205322309518,0.019216667411407082
72.0,0.014900677663790059,0.0036718901835877996,0.18855683219584135,0.015284769842208341,0.013154209422831005,0.012785717115215874,0.018378014274905013
73.0,0.01537290152845448,0.048586277276783676,0.20172828543111546,0.016094376335280172,0.013798877620611773,0.012627152310390155,0.018971199847535817
74.0,0.015156296386687786,0.0026129028321463096,0.19043186880183297,0.016092310475323657,0.01338826941565953,0.012173441497155421,0.018971164158612528
75.0,0.014934985410311274,0.004679575428683858,0.1876487768186756,0.015883389188813248,0.012909729379803747,0.012031609152881642,0.01891521391974646
76.0,0.01506132780635807,0.003428158960266543,0.18415902178920235,0.01584688304104997,0.01359900060220016,0.011910263309332841,0.01888916427284931
77.0,0.015013099475534017,0.003936089048470344,0.17355863258190182,0.01584116670571641,0.013376679385206012,0.012073844109315673,0.018760707701897972
78.0,0.01577136806967085,0.002532099994173949,0.14571079907472229,0.01690435643407711,0.013476385593414806,0.011522698773118283,0.0211820314780732
79.0,0.0156462373650155,0.009609666007901573,0.06941834009358644,0.016864354637750247,0.013359807369044146,0.011517401571195929,0.020843385882071682
80.0,0.014734168179093756,0.008411451599466099,0.08966067321291049,0.01577977423671583,0.012667910773370178,0.011779851175405951,0.018709136530883064
81.0,0.014723244815018185,0.0016629742374141903,0.08100212033200802,0.01574868357866525,0.012662725769111862,0.011780875824537384,0.018700694087758245
82.0,0.014698783427157094,0.002148291694849274,0.07263086916431444,0.01568136102006545,0.012656585677315648,0.011780422625563789,0.018676764385683494
83.0,0.014641046797653906,0.002746291614584294,0.06576259308873941,0.015530346531368653,0.012656495005360612,0.011777663663537746,0.01859968199034862
84.0,0.01449583433568501,0.004960388296577195,0.06154589016723962,0.015161821338382134,0.012766134860093523,0.01176558472720188,0.01828979641706251
85.0,0.014552140456483141,0.006006069462598695,0.06770132500696532,0.014708966565779476,0.01422124924746272,0.011739724413286712,0.017538621599403656
86.0,0.014087109397430235,0.019935298779956583,0.1268604518407886,0.01466430654306637,0.012660824695717514,0.011700427320144025,0.017322879030793034
87.0,0.014679031340168597,0.0032228002796476146,0.12820299742807395,0.015581446129800516,0.013319207645940884,0.011356515720599708,0.018458955864333278
88.0,0.014635008923114128,0.001426496746730253,0.1188320460368369,0.015581445724443766,0.01327329680404573,0.011227026259123822,0.018458266904843194
89.0,0.014653338165361334,0.0017981115192681383,0.11170103852799541,0.015581441807576035,0.01316996201654569,0.011056368018879888,0.01880558081844373
90.0,0.014740525673945928,0.005514552484151122,0.08603466236631786,0.015581436271234187,0.01311758350008607,0.011030390023836933,0.019232692900626517
91.0,0.01461860912150528,0.009758977044420164,0.08588307972781073,0.015581443695384367,0.013215796099427664,0.011215602342260458,0.018461594348948628
92.0,0.014661837467787485,0.0017187781249365765,0.07170153749627425,0.015581445306183533,0.013263824032641763,0.011343813627803413,0.01845826690452123
93.0,0.014678326203023905,0.002033092146423523,0.059623329278155536,0.015581445738035705,0.013284922678766417,0.011388669490494227,0.018458266904799275
94.0,0.014673482019482875,0.0019771485477044826,0.05211670559777418,0.015581445875437302,0.013292390117738744,0.01136182517987723,0.018458266904878225
95.0,0.014655715990244685,0.0017635213480022359,0.04896784219683089,0.015581445889726467,0.013290054617634568,0.01129309654872294,0.018458266904894764
96.0,0.01463247650833846,0.0015845033864926368,0.04863076436585755,0.015581445758109231,0.013275410292797081,0.011214783077592614,0.01845826690485491
97.0,0.01459973726453256,0.0021211660510115802,0.049403941139004384,0.015581445093481071,0.013236807436130276,0.011122429623941643,0.018458266904577258
98.0,0.014551401323112664,0.0029109188954997344,0.05156701116671304,0.015581440891817892,0.013145830762872478,0.01097905026065284,0.018499283377107444
99.0,0.014573237007037852,0.002492311151012373,0.04810194010442384,0.015581414115297208,0.012991829878921977,0.010833118337901052,0.018886585696031178
100.0,0.014489385724151574,0.006008862862466485,0.039452195667764464,0.015581382333781226,0.012936546330679644,0.010816162861214373,0.018623451370931056
101.0,0.01445934633522539,0.002276711037813718,0.04551829890068359,0.015581339386278504,0.012903361805514872,0.010884716401670824,0.01846796774743736
102.0,0.014456817882810221,0.0017533734025167672,0.03869276854976054,0.01558120804049651,0.012824851917218728,0.010962945240622015,0.018458266332903626
103.0,0.014434806764356645,0.0023094691366117095,0.035205554237692414,0.015580760657581268,0.012694263388019876,0.011005938529791882,0.018458264482033554
104.0,0.014400199042411004,0.00210933489268194,0.03896973564974382,0.015579607948403199,0.01255942068956899,0.010982653692680993,0.01847911383899083
105.0,0.014366383213565672,0.001858540744892591,0.04685000609564114,0.015578592910358315,0.012488693609103754,0.010821765019152467,0.018576481315648152
106.0,0.014340797815971872,0.0027778394926114298,0.05082865107898478,0.015579264760400143,0.012491563340085233,0.010712866416225523,0.018579496747176596
107.0,0.013683281122308693,0.002166611997524543,0.04473723563801406,0.014662023350869989,0.011895306035414535,0.010973466924159046,0.017202328178791203
108.0,0.01377311993636118,0.04730029751580255,0.08870137071229289,0.014663321228093579,0.01223792709796043,0.011014716462841408,0.017176514956549302
109.0,0.013861373432113966,0.003080588533788799,0.07701556782346194,0.014663367016725475,0.012445976531354448,0.011159635209903145,0.017176514970472793
110.0,0.013906571810129246,0.0033106913598087836,0.06896208461324647,0.014663369848078095,0.012522742111125263,0.011263298348749456,0.017176876932564172
111.0,0.013914549750400601,0.003317697906031166,0.06477127224483718,0.014663370013850568,0.012532597124735628,0.011280078816391117,0.017182153046625095
112.0,0.013880444517140222,0.003826413588885801,0.06532190152080908,0.014663368534555401,0.0124804945843924,0.011201399978968933,0.017176514970644156
113.0,0.01381337612204546,0.003269970298803518,0.06779840470684627,0.014663353789706107,0.012343357325633351,0.011070278404086684,0.0171765149687557
114.0,0.013726504017132251,0.0033628958530371486,0.07216867634415886,0.01466313039510528,0.012084476093003454,0.010981894715589746,0.01717651486483052
115.0,0.013658313982332726,0.0024355402988838733,0.07389573625515702,0.014659986240567762,0.011830143247231136,0.010966618001772531,0.017176508439759472
116.0,0.013635647411074842,0.00141502500217147,0.07111392980088654,0.014633338688823062,0.011785808794974359,0.01094716309502364,0.01717627906547831
117.0,0.013597171484720458,0.0009161212087671183,0.06334821462329585,0.014550981873865143,0.01178242282548604,0.010872219153457654,0.017183062086072995
118.0,0.013627120481989757,0.0009283222572349748,0.062424124139452634,0.01436433388791484,0.011829266784357162,0.010732399326273798,0.017582481929413224
119.0,0.013654985684822755,0.005445101529720593,0.047183069382195936,0.01425987259322945,0.011857642402224271,0.010638893581400195,0.017863534162437106
120.0,0.013596812743360227,0.0067891961379807795,0.050833658883034406,0.014339323878688788,0.011764910008885156,0.01064457388900141,0.017638443196865552
121.0,0.013540013172133313,0.003563053438910868,0.05222263554304015,0.014428856789187892,0.011774203482327229,0.010739012753382508,0.01721797966363562
122.0,0.013560947869837598,0.0015861542887709906,0.04821220585120235,0.014471325406156357,0.01177813384601751,0.010822856211967316,0.01717147601520921
123.0,0.013564063455612061,0.0023531601962505765,0.04067173139577705,0.014460698077820348,0.011777829775688012,0.010846673301824232,0.017171052667115654
124.0,0.013534683814074373,0.0023974609792914406,0.040178916257550996,0.014396687657637295,0.011773259042364332,0.010801336641348904,0.017167451914946962
125.0,0.013458612649143437,0.002890125179619043,0.04705692930028615,0.014241644008832191,0.011757508327914525,0.010675821245882684,0.017159477013944345
126.0,0.013418362104711975,0.003151444041532178,0.05725458631914192,0.013964698691847964,0.011827132513160482,0.010489191541888104,0.017392425671951352
127.0,0.013425423286509829,0.005195512201306352,0.06405873108441955,0.013841263192939837,0.011659375610775562,0.010355477715940085,0.017845576626383832
128.0,0.013380573704285626,0.004170761068114979,0.05021734410505027,0.01375041509496735,0.011628918972711493,0.010350946583275199,0.017792014166188464
129.0,0.013304809734340341,0.0036762306581505227,0.05856526595544893,0.013716477531812191,0.011731704924140484,0.010460229308204325,0.01731082717320436
130.0,0.013266334448401928,0.0051718831482022234,0.07487872710977377,0.01378042752520671,0.0116582044371724,0.01054652882734899,0.017080177003879603
131.0,0.013251135222731844,0.003662725883705036,0.0661502016256186,0.013738907315728502,0.011646109734478358,0.01060986812413536,0.017009655716585154
132.0,0.013180774810459539,0.004199623813348797,0.06237000860752687,0.013630288950696422,0.01156476831612057,0.010639567325950831,0.01688847464907033
133.0,0.013140007801779225,0.003216929078993059,0.06241135086733084,0.013609765070986796,0.011538343248993636,0.010707006837141772,0.0167049160499947
134.0,0.01310057194974256,0.005614985269482296,0.08347014382079211,0.013609763852364254,0.011284976121506345,0.010687934287964619,0.016819613537135018
135.0,0.013052089939414337,0.003526186293917761,0.07337009529254158,0.01360976021828128,0.011197505936307637,0.010753340203017204,0.016647753400051233
